Marka,Model,Godiste,Kilometraza,Karoserija,Gorivo,Kubikaza,Snaga motora,Cena,Pogon,Menjac,Boja
Ford,Fiesta,2014,143400,Hecbek,Dizel,1.6,95,6200,Prednji ,Manuelni 5 brzina ,Crvena
Ford,Fiesta,2010,191000,Hecbek,Dizel,1.6,95,4199,Prednji ,Manuelni 5 brzina ,Siva
Ford,Fiesta,2013,142213,Hecbek,Dizel,1.6,95,6690,Prednji ,Manuelni 5 brzina ,Crna
Ford,Fiesta,2009,181700,Hecbek,Benzin,1.6,120,4250,Prednji ,Manuelni 5 brzina ,Druga
Ford,Fiesta,2010,225522,Hecbek,Dizel,1.6,90,4150,Prednji ,Manuelni 5 brzina ,Crna
Ford,Fiesta,2005,145000,Limuzina,Benzin,1.6,100,2300,Prednji ,Manuelni 5 brzina ,Siva
Ford,Fiesta,2012,178174,Hecbek,Dizel,1.6,95,4999,Prednji ,Manuelni 5 brzina ,Siva
Ford,Fiesta,2010,187675,Hecbek,Dizel,1.6,95,4150,Prednji ,Manuelni 5 brzina ,Crna
Ford,Fiesta,2010,212723,Hecbek,Benzin,1.6,120,4050,Prednji ,Manuelni 5 brzina ,Bela
Ford,Fiesta,2009,162140,Hecbek,Benzin,1.6,120,3950,Prednji ,Manuelni 5 brzina ,Crna
Ford,Fiesta,2009,226638,Hecbek,Dizel,1.6,90,3790,Prednji ,Manuelni 5 brzina ,Druga
Ford,Fiesta,2006,190000,Hecbek,Dizel,1.6,90,2200,Prednji ,Manuelni 5 brzina ,Crvena
Ford,Fiesta,2014,173000,Hecbek,Dizel,1.6,95,6690,Prednji ,Manuelni 5 brzina ,Plava
Ford,Fiesta,2012,161000,Hecbek,Dizel,1.6,95,4650,Prednji ,Manuelni 5 brzina ,Siva
Ford,Fiesta,2009,157000,Hecbek,Dizel,1.6,90,3799,Prednji ,Manuelni 5 brzina ,Crna
Ford,Fiesta,2007,230000,Hecbek,Dizel,1.6,90,2500,Prednji ,Manuelni 5 brzina ,Siva
Ford,Fiesta,2006,204750,Hecbek,Dizel,1.6,90,2500,Prednji ,Manuelni 5 brzina ,Crna
Ford,Fiesta,2014,146500,Hecbek,Dizel,1.6,95,7500,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2013,208294,Karavan,Benzin,1.0,125,5700,Prednji ,Manuelni 6 brzina ,Crvena
Ford,Focus,2014,164300,Hecbek,Benzin,1.0,125,6990,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2016,183500,Limuzina,Benzin,1.0,125,8250,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2017,186500,Hecbek,Benzin,1.0,100,7750,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2014,146100,Limuzina,Benzin,1.0,125,6970,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2015,156000,Hecbek,Benzin,1.0,125,6990,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2013,113000,Karavan,Benzin,1.0,125,5799,Prednji ,Manuelni 6 brzina ,Crvena
Ford,Focus,2017,144230,Hecbek,Benzin,1.0,100,7990,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2014,80000,Hecbek,Benzin,1.0,100,7990,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2013,152000,Karavan,Benzin,1.0,125,5900,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2012,158000,Hecbek,Benzin,1.0,125,5800,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2014,164300,Hecbek,Benzin,1.0,125,6990,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2006,218695,Hecbek,Benzin,1.4,80,2999,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2006,174000,Hecbek,Benzin,1.4,80,2400,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2000,176053,Karavan,Benzin,1.4,75,1350,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2010,105000,Hecbek,Benzin,1.4,80,4000,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,218695,Hecbek,Benzin,1.4,80,2999,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2017,195703,Karavan,Dizel,1.5,95,8890,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2017,112918,Limuzina,Dizel,1.5,120,11490,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2016,122629,Limuzina,Dizel,1.5,120,8899,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2017,104000,Hecbek,Dizel,1.5,95,9200,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2018,157000,Karavan,Dizel,1.5,120,8800,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2017,131000,Karavan,Dizel,1.5,120,8650,Prednji ,Automatski / poluautomatski ,Crna
Ford,Focus,2018,139000,Karavan,Dizel,1.5,95,12560,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2016,83000,Hecbek,Dizel,1.5,105,8250,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2015,136000,Karavan,Dizel,1.5,120,7900,Prednji ,Automatski / poluautomatski ,Bela
Ford,Focus,2016,184723,Karavan,Dizel,1.5,120,8790,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2018,190060,Karavan,Dizel,1.5,120,8990,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2017,196298,Hecbek,Dizel,1.5,120,9490,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2015,187537,Karavan,Dizel,1.5,95,7990,Prednji ,Manuelni 6 brzina ,Plava
Ford,Focus,2015,192000,Hecbek,Dizel,1.5,95,7650,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2017,90000,Hecbek,Dizel,1.5,105,12190,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2017,186000,Hecbek,Dizel,1.5,105,9400,Prednji ,Manuelni 6 brzina ,Plava
Ford,Focus,2015,95172,Karavan,Dizel,1.5,120,7800,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2016,114000,Hecbek,Dizel,1.5,120,9050,Prednji ,Manuelni 6 brzina ,Druga
Ford,Focus,2018,157000,Karavan,Dizel,1.5,120,8800,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2012,173377,Karavan,Dizel,1.6,105,6490,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2011,187000,Hecbek,Dizel,1.6,115,6250,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2012,184000,Hecbek,Dizel,1.6,115,5800,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2007,218193,Karavan,Dizel,1.6,90,3200,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2002,210000,Hecbek,Benzin,1.6,100,1399,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2010,174800,Hecbek,Dizel,1.6,110,3999,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2014,154600,Limuzina,Dizel,1.6,95,6860,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2012,188557,Karavan,Dizel,1.6,95,6350,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2012,172000,Hecbek,Dizel,1.6,115,5600,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2011,193000,Hecbek,Dizel,1.6,115,5990,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2010,131000,Karavan,Benzin,1.6,100,3990,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2006,242000,Hecbek,Dizel,1.6,90,2450,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2015,113773,Hecbek,Dizel,1.6,95,8500,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2008,183787,Hecbek,Dizel,1.6,90,3400,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2007,305000,Karavan,Dizel,1.6,110,2700,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,161400,Karavan,Dizel,1.6,90,2490,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2009,220000,Hecbek,Dizel,1.6,90,3700,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2009,184456,Karavan,Dizel,1.6,110,3300,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2007,183000,Hecbek,Dizel,1.6,110,2800,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2005,177000,Hecbek,Dizel,1.6,110,2500,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2002,195000,Karavan,Benzin,1.6,100,1450,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2010,182660,Karavan,Dizel,1.6,90,4290,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2009,202000,Karavan,Dizel,1.6,90,3350,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2015,91000,Karavan,Dizel,1.6,115,9400,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2009,183070,Karavan,Dizel,1.6,90,3190,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2001,245000,Hecbek,Benzin,1.6,100,1300,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2005,214500,Hecbek,Dizel,1.6,110,2300,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2010,196123,Hecbek,Benzin + Gas (TNG),1.6,115,3999,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2007,251000,Karavan,Dizel,1.6,90,2800,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2011,177000,Hecbek,Dizel,1.6,115,6250,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2005,190000,Hecbek,Dizel,1.6,90,2350,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,178200,Karavan,Dizel,1.6,90,2399,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2007,181000,Karavan,Dizel,1.6,100,2950,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2012,139900,Karavan,Dizel,1.6,115,6150,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2012,158000,Karavan,Dizel,1.6,115,6150,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2006,196400,Karavan,Dizel,1.6,90,2699,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2003,109426,Hecbek,Benzin,1.6,100,1400,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2001,240456,Hecbek,Benzin + Gas (TNG),1.6,100,1450,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,168712,Karavan,Benzin + Gas (TNG),1.6,100,2950,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2001,239000,Hecbek,Benzin,1.6,100,1500,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2005,283000,Karavan,Dizel,1.6,110,2050,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2006,170000,Karavan,Dizel,1.6,90,2850,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2011,142000,Limuzina,Dizel,1.6,115,6350,Prednji ,Manuelni 6 brzina ,Druga
Ford,Focus,2014,261760,Hecbek,Dizel,1.6,95,6990,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2006,230000,Karavan,Dizel,1.6,90,2699,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2009,142000,Karavan,Dizel,1.6,110,3850,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2012,175708,Karavan,Dizel,1.6,95,5450,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2011,147000,Hecbek,Dizel,1.6,115,6000,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2013,151300,Karavan,Dizel,1.6,105,5700,Prednji ,Manuelni 6 brzina ,Druga
Ford,Focus,2005,127553,Karavan,Benzin,1.6,115,2390,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2010,155000,Limuzina,Dizel,1.6,110,3999,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2013,165490,Hecbek,Dizel,1.6,105,6600,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2009,176406,Karavan,Dizel,1.6,110,3190,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,167250,Karavan,Dizel,1.6,90,2150,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,198041,Karavan,Dizel,1.6,110,2499,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,171057,Karavan,Dizel,1.6,90,2749,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2010,175000,Karavan,Dizel,1.6,90,3899,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2006,160564,Karavan,Dizel,1.6,110,2350,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2004,205000,Limuzina,Benzin,1.6,100,1700,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,253000,Hecbek,Dizel,1.6,110,2150,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2012,189500,Karavan,Dizel,1.6,95,5390,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2007,217000,Karavan,Dizel,1.6,110,2400,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2001,220000,Karavan,Benzin,1.6,100,1500,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2002,305000,Karavan,Benzin + Gas (TNG),1.6,110,1400,Prednji ,Automatski / poluautomatski ,Siva
Ford,Focus,2004,247797,Limuzina,Benzin,1.6,100,2100,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2001,275000,Hecbek,Benzin,1.6,100,1599,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2007,186000,Karavan,Dizel,1.6,90,2699,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2013,176611,Hecbek,Dizel,1.6,95,6000,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2015,165000,Limuzina,Dizel,1.6,95,7700,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2007,265000,Karavan,Dizel,1.6,90,2600,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,241000,Hecbek,Dizel,1.6,110,2850,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2007,163356,Hecbek,Benzin,1.6,100,2700,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2007,296000,Karavan,Dizel,1.6,110,2500,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,250000,Hecbek,Benzin,1.6,115,2300,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2011,176000,Karavan,Dizel,1.6,115,5250,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2006,204500,Hecbek,Dizel,1.6,90,2650,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,190000,Karavan,Dizel,1.6,110,2250,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2008,174000,Hecbek,Benzin,1.6,115,3350,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,225700,Hecbek,Dizel,1.6,110,2499,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2011,200000,Hecbek,Dizel,1.6,95,5750,Prednji ,Manuelni 6 brzina ,Crvena
Ford,Focus,2008,252000,Hecbek,Dizel,1.6,110,3250,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2005,162500,Hecbek,Benzin,1.6,100,2150,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2003,198000,Karavan,Benzin,1.6,100,1750,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2016,147000,Karavan,Dizel,1.6,120,7999,Prednji ,Automatski / poluautomatski ,Bela
Ford,Focus,2005,206583,Hecbek,Benzin,1.6,115,2400,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2005,177664,Karavan,Dizel,1.6,90,2450,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2007,230000,Limuzina,Dizel,1.6,90,2400,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2013,174000,Hecbek,Dizel,1.6,95,6600,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2011,177000,Hecbek,Dizel,1.6,115,6350,Prednji ,Manuelni 6 brzina ,Druga
Ford,Focus,2006,265532,Karavan,Benzin + Gas (TNG),1.6,115,2600,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2012,188581,Karavan,Dizel,1.6,95,5900,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2000,190000,Hecbek,Benzin,1.6,100,1350,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2004,270000,Hecbek,Benzin,1.6,100,1950,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2007,258000,Hecbek,Dizel,1.6,90,2799,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2001,250000,Limuzina,Benzin + Gas (TNG),1.6,105,1300,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2011,173000,Karavan,Dizel,1.6,115,5400,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2006,161000,Limuzina,Dizel,1.6,90,2400,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2005,179181,Karavan,Dizel,1.6,110,2550,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2006,194650,Hecbek,Dizel,1.6,110,2800,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2012,131480,Karavan,Dizel,1.6,95,6490,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2011,220000,Hecbek,Dizel,1.6,95,5590,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2010,201000,Hecbek,Dizel,1.6,90,3990,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2008,196670,Karavan,Dizel,1.6,110,3250,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,190520,Hecbek,Dizel,1.6,90,2750,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2011,228870,Limuzina,Benzin,1.6,125,5490,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2005,208034,Karavan,Dizel,1.6,90,2300,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2008,241500,Karavan,Dizel,1.6,110,3850,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,195000,Hecbek,Dizel,1.6,90,2999,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2004,290000,Hecbek,Dizel,1.6,90,2100,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,217000,Karavan,Dizel,1.6,90,2300,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2005,286000,Karavan,Dizel,1.6,90,2300,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,210343,Karavan,Dizel,1.6,90,2100,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2011,221000,Karavan,Dizel,1.6,115,5800,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2009,173000,Karavan,Dizel,1.6,90,3500,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2009,182027,Limuzina,Dizel,1.6,90,3950,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2002,240000,Hecbek,Benzin + Gas (TNG),1.6,100,1350,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,236000,Karavan,Dizel,1.6,90,2350,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2007,265000,Karavan,Dizel,1.6,110,3150,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2013,179000,Karavan,Dizel,1.6,95,5950,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2005,247822,Hecbek,Dizel,1.6,90,2050,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2011,215000,Hecbek,Dizel,1.6,115,5450,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2010,170000,Karavan,Benzin + Gas (TNG),1.6,115,3899,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2005,220000,Hecbek,Dizel,1.6,110,2550,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2003,262000,Limuzina,Benzin,1.6,100,1600,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2014,162300,Hecbek,Dizel,1.6,95,6390,Prednji ,Manuelni 6 brzina ,Plava
Ford,Focus,2010,163500,Karavan,Dizel,1.6,90,3950,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2002,210000,Karavan,Benzin,1.6,100,1350,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2006,231000,Hecbek,Benzin,1.6,100,2250,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2008,189000,Karavan,Dizel,1.6,110,3400,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2002,230000,Karavan,Benzin,1.6,95,1300,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2005,175000,Karavan,Dizel,1.6,110,2450,Prednji ,Automatski / poluautomatski ,Siva
Ford,Focus,2013,175000,Hecbek,Dizel,1.6,95,5890,Prednji ,Manuelni 6 brzina ,Druga
Ford,Focus,2005,240000,Hecbek,Dizel,1.6,90,2500,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2005,248531,Karavan,Dizel,1.6,90,2350,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2011,126743,Hecbek,Benzin,1.6,150,6300,Prednji ,Manuelni 6 brzina ,Druga
Ford,Focus,2011,215000,Karavan,Dizel,1.6,115,5700,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2005,248405,Karavan,Dizel,1.6,90,2200,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2008,182000,Karavan,Dizel,1.6,110,4000,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2005,217203,Karavan,Dizel,1.6,90,2500,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,250000,Hecbek,Dizel,1.6,90,2550,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,182102,Karavan,Dizel,1.6,110,2400,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2012,252000,Limuzina,Dizel,1.6,115,6500,Prednji ,Manuelni 6 brzina ,Crna
Ford,Focus,2006,271120,Limuzina,Dizel,1.6,90,2200,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2013,147050,Hecbek,Dizel,1.6,95,6750,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2011,222000,Karavan,Dizel,1.6,115,5450,Prednji ,Manuelni 6 brzina ,Druga
Ford,Focus,2005,227000,Hecbek,Dizel,1.6,110,2400,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2014,180619,Karavan,Dizel,1.6,115,7000,Prednji ,Manuelni 6 brzina ,Siva
Ford,Focus,2000,267600,Karavan,Benzin + Gas (TNG),1.6,100,1600,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2005,266500,Hecbek,Dizel,1.6,110,2400,Prednji ,Manuelni 5 brzina ,Crvena
Ford,Focus,2015,113773,Hecbek,Dizel,1.6,95,8500,Prednji ,Manuelni 6 brzina ,Bela
Ford,Focus,2008,183787,Hecbek,Dizel,1.6,90,3400,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2007,305000,Karavan,Dizel,1.6,110,2700,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,161400,Karavan,Dizel,1.6,90,2490,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2009,220000,Hecbek,Dizel,1.6,90,3700,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2009,184456,Karavan,Dizel,1.6,110,3300,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2007,183000,Hecbek,Dizel,1.6,110,2800,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2005,177000,Hecbek,Dizel,1.6,110,2500,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2002,195000,Karavan,Benzin,1.6,100,1450,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2010,182660,Karavan,Dizel,1.6,90,4290,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2002,237000,Hecbek,Dizel,1.8,100,1550,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,178000,Karavan,Dizel,1.8,115,2590,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2008,153000,Karavan,Benzin,1.8,125,3300,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2007,159950,Karavan,Dizel,1.8,115,2890,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2004,199483,Hecbek,Dizel,1.8,100,1550,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2004,220500,Karavan,Dizel,1.8,115,1699,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2004,201000,Karavan,Dizel,1.8,115,1990,Prednji ,Manuelni 5 brzina ,Bela
Ford,Focus,2010,180000,Limuzina,Dizel,1.8,115,4200,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2001,280000,Karavan,Dizel,1.8,90,1300,Prednji ,Manuelni 5 brzina ,Crvena
Ford,Focus,2006,270500,Hecbek,Benzin,1.8,125,2999,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2004,275406,Karavan,Dizel,1.8,100,1500,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2002,262000,Karavan,Dizel,1.8,115,1500,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2003,216000,Hecbek,Benzin,1.8,115,1750,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2001,200000,Limuzina,Dizel,1.8,115,1600,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2002,249000,Karavan,Dizel,1.8,100,1590,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2003,298000,Hecbek,Dizel,1.8,75,1750,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2004,260000,Karavan,Dizel,1.8,90,1599,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2000,310000,Karavan,Dizel,1.8,90,1350,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2001,290000,Hecbek,Dizel,1.8,90,1600,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2004,199500,Karavan,Dizel,1.8,100,1800,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2001,303000,Hecbek,Dizel,1.8,90,1500,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2003,217000,Hecbek,Dizel,1.8,100,1600,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2006,200000,Hecbek,Dizel,1.8,115,2250,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2004,310944,Karavan,Dizel,1.8,100,1500,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2004,216000,Hecbek,Dizel,1.8,115,1850,Prednji ,Manuelni 5 brzina ,Druga
Ford,Focus,2001,245000,Hecbek,Benzin,1.8,115,1550,Prednji ,Manuelni 5 brzina ,Crvena
Ford,Focus,2007,185233,Karavan,Dizel,1.8,115,2590,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2003,211500,Hecbek,Dizel,1.8,100,1400,Prednji ,Manuelni 5 brzina ,Siva
Ford,Focus,2002,192000,Hecbek,Dizel,1.8,90,1750,Prednji ,Manuelni 5 brzina ,Plava
Ford,Focus,2001,271000,Hecbek,Dizel,1.8,115,1450,Prednji ,Manuelni 5 brzina ,Crna
Ford,Focus,2000,319085,Limuzina,Dizel,1.8,90,1350,Prednji ,Manuelni 5 brzina ,Crvena
